tinytim (134 classes; 9 packages; 564 deps)

Cycle #0: tinytim
S; MQ:  3,6161; MV:    0; DT:    0; SOL: [0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8]
I; MQ:  5,2906; MV:   31; DT:   33; SOL: [0 9 1 9 9 4 9 1 1 1 1 1 1 1 1 1 1 1 9 9 9 1 1 4 4 0 4 9 1 1 1 9 4 2 2 2 2 2 2 3 4 3 4 4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 1 4 4 7 7 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,3441; MV:   34; DT:   36; SOL: [0 9 1 9 9 4 9 1 1 1 1 1 1 1 1 1 1 1 9 9 9 1 1 9 9 0 4 9 1 1 1 9 4 2 2 2 2 2 2 7 4 3 4 4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 1 4 4 7 7 4 4 4 4 4 4 4 5 4 4 4 9 4 5 5 5 5 5 5 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,4283; MV:   38; DT:   41; SOL: [0 9 1 9 9 4 9 1 1 1 1 1 1 1 1 1 1 1 9 9 9 1 1 9 9 0 4 9 1 1 1 9 4 2 2 2 2 2 2 7 10 3 4 4 4 4 4 3 3 3 3 3 3 3 3 3 10 3 10 3 3 3 10 4 4 1 4 10 7 7 4 4 4 4 4 4 4 5 4 4 4 9 4 5 5 5 5 5 5 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,4957; MV:   43; DT:   43; SOL: [0 9 1 9 9 4 9 1 1 1 1 1 1 1 1 1 1 1 9 9 9 1 1 9 9 0 4 9 1 1 1 9 4 2 2 2 2 2 2 7 10 3 4 4 4 4 4 3 3 3 3 3 3 3 1 3 10 3 10 10 10 10 10 4 4 1 4 10 7 7 4 4 4 4 4 4 4 5 4 4 4 9 4 5 5 5 5 5 4 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,5794; MV:   41; DT:   48; SOL: [0 9 1 9 9 4 9 1 1 1 1 1 1 1 1 1 1 1 9 9 9 1 1 9 9 0 4 9 1 1 1 9 4 2 2 2 2 2 2 7 4 3 4 4 4 4 4 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 1 4 4 1 4 4 7 7 4 4 4 4 4 4 4 5 4 4 4 9 4 5 5 5 5 5 5 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,7189; MV:   43; DT:   53; SOL: [0 9 1 9 9 4 9 1 1 1 1 1 1 1 1 1 1 1 9 9 9 1 1 9 9 0 4 9 1 1 1 9 4 2 2 2 2 2 2 7 11 3 12 4 4 4 4 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 12 4 4 1 4 11 7 7 4 4 4 4 4 4 4 5 4 4 4 9 4 5 5 5 5 5 4 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,7504; MV:   46; DT:   58; SOL: [0 9 1 9 9 4 9 1 12 1 1 1 12 1 1 1 12 1 9 9 9 1 1 9 9 0 4 9 1 1 1 9 4 2 2 2 2 2 2 7 11 3 12 4 4 4 4 3 3 3 3 3 3 3 10 3 12 3 10 10 10 10 12 4 4 12 4 11 7 7 4 4 4 4 4 4 4 5 4 4 4 9 4 5 5 5 5 5 4 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,7993; MV:   47; DT:   62; SOL: [0 9 1 9 9 4 1 1 12 1 1 1 12 1 1 1 12 1 9 9 9 1 1 9 9 0 4 9 1 1 1 9 4 2 2 2 2 2 2 7 11 3 12 4 4 4 4 3 3 3 3 3 3 3 10 3 10 3 12 10 10 10 12 4 4 12 4 11 7 7 4 4 4 4 4 4 4 5 4 4 4 9 4 5 13 5 5 5 4 5 13 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,8308; MV:   48; DT:   66; SOL: [0 9 1 9 13 4 9 1 12 1 1 1 12 1 1 1 12 1 9 9 9 1 1 9 9 0 4 9 1 1 1 13 4 2 2 2 2 2 2 7 11 3 12 4 4 4 4 3 3 3 3 3 3 3 10 3 10 3 12 10 10 10 12 4 4 12 4 11 7 7 4 4 4 4 4 4 4 5 4 4 4 9 4 5 13 5 5 5 4 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 13 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,8645; MV:   51; DT:   69; SOL: [0 9 1 9 9 4 9 1 12 1 1 1 12 1 1 1 12 1 9 9 9 13 1 9 9 0 4 9 1 1 13 9 4 2 2 2 2 2 2 7 11 3 12 4 4 4 4 3 3 3 3 3 3 3 10 3 10 3 12 10 10 10 12 4 4 12 4 11 7 7 4 4 4 4 4 4 4 5 4 4 4 9 4 5 13 5 5 5 4 5 13 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 13 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,9751; MV:   49; DT:   73; SOL: [0 9 1 9 9 4 1 1 1 1 1 1 12 1 1 1 12 1 9 9 9 13 1 9 9 0 4 9 1 13 13 9 4 2 2 2 2 2 2 7 11 3 12 4 12 4 4 3 3 3 3 3 3 3 10 3 10 3 12 10 10 10 12 4 4 12 4 11 7 7 4 4 4 4 4 4 4 5 4 4 4 9 4 5 13 5 5 5 4 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 13 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  6,0050; MV:   49; DT:   77; SOL: [0 9 1 9 9 4 1 1 1 1 1 1 12 1 1 1 1 1 9 9 9 13 1 9 9 0 4 9 1 13 13 9 4 2 2 2 2 2 2 7 11 3 12 4 12 12 4 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 1 4 4 12 4 11 7 7 4 4 12 4 4 4 4 5 4 4 4 9 4 5 13 5 5 5 4 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 13 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  6,1985; MV:   50; DT:   81; SOL: [0 9 1 9 9 4 9 1 1 1 1 1 1 1 1 1 1 1 9 9 9 13 1 9 9 0 4 9 13 13 13 9 4 2 2 2 2 2 2 7 11 3 12 12 12 12 4 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 1 4 4 1 4 11 7 7 4 4 12 4 4 4 4 5 4 4 4 9 4 5 13 5 5 5 4 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 13 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  6,5294; MV:   49; DT:   86; SOL: [0 9 1 9 9 4 9 1 1 1 1 1 1 1 1 1 1 1 9 9 9 0 1 4 9 0 4 9 13 13 13 9 4 2 2 2 2 2 2 7 11 3 12 12 12 12 4 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 1 4 4 1 4 11 7 7 4 4 12 4 4 4 4 5 4 4 4 4 4 5 0 5 5 5 4 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 6 6 6 6 6 0 0 6 5 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  6,9260; MV:   51; DT:   90; SOL: [0 9 1 9 9 4 9 1 1 1 1 1 1 1 1 1 1 1 9 9 9 0 1 4 9 0 4 9 13 13 13 9 4 2 2 2 2 2 2 11 11 3 12 12 12 12 4 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 1 4 4 1 4 11 11 0 4 4 12 4 4 4 4 5 4 4 4 4 4 5 0 5 5 5 4 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 6 6 6 6 0 0 6 5 7 7 0 8 7 7 8 8 8 8 8 2 8]
I; MQ:  6,9665; MV:   50; DT:   95; SOL: [0 9 1 9 9 4 9 1 1 1 1 1 1 1 1 1 1 1 9 9 9 0 1 4 9 0 4 9 13 13 13 9 4 2 2 2 2 2 2 11 0 3 12 12 12 12 0 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 1 4 4 1 4 11 11 0 4 4 12 4 4 4 4 5 4 4 4 4 4 5 0 5 5 5 4 5 5 5 5 5 5 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 6 6 6 6 6 4 4 6 5 7 7 0 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,1794; MV:   52; DT:   99; SOL: [0 9 1 9 9 4 9 1 1 1 1 1 1 1 1 1 1 1 9 9 9 0 1 4 9 4 4 9 13 13 13 9 4 2 2 2 2 2 2 11 0 3 12 12 12 12 12 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 1 4 4 1 4 11 11 0 4 4 12 4 4 4 4 5 4 4 4 4 4 5 0 5 5 5 4 5 5 5 5 5 0 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 6 6 6 6 4 4 6 0 7 7 0 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,2490; MV:   56; DT:  102; SOL: [0 9 0 9 9 4 9 1 1 1 1 1 1 1 1 1 1 1 9 9 9 0 1 4 9 4 4 9 13 13 13 9 4 2 2 2 2 2 2 11 0 3 12 12 12 12 12 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 1 9 4 1 4 11 11 0 4 4 12 0 4 4 4 5 4 4 4 9 4 5 0 5 5 5 4 5 5 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 6 6 6 6 4 4 6 0 7 7 0 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,3061; MV:   56; DT:  107; SOL: [0 9 0 9 9 4 0 1 1 1 1 1 1 1 1 1 1 1 0 9 0 0 1 9 9 0 4 9 13 13 13 9 4 2 2 2 2 2 2 11 0 3 12 12 12 12 12 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 1 9 4 1 4 11 11 0 4 4 12 0 4 4 4 5 4 4 4 9 4 5 0 5 5 5 4 5 5 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 6 6 6 6 4 4 6 0 7 7 0 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,3579; MV:   54; DT:  112; SOL: [0 9 0 9 9 4 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 9 9 0 4 9 13 13 13 9 4 2 2 2 2 2 2 11 0 3 12 12 12 12 12 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 1 9 4 1 4 11 11 0 4 4 12 0 4 4 4 5 4 4 4 9 4 5 4 5 5 5 4 5 5 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 4 4 6 5 7 7 0 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,4623; MV:   55; DT:  117; SOL: [0 9 0 9 9 4 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 9 9 4 4 9 13 13 13 9 4 2 2 2 2 2 2 11 0 3 12 12 12 12 12 3 3 3 3 3 3 3 10 3 10 3 14 10 10 10 1 9 4 1 4 11 11 0 4 4 12 0 4 4 4 5 4 4 4 9 4 5 14 5 5 5 4 5 14 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 4 4 6 14 7 7 0 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,5084; MV:   55; DT:  122; SOL: [0 9 0 9 9 4 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 14 1 9 9 14 4 9 13 13 13 9 4 2 2 2 2 2 2 11 0 3 12 12 12 12 12 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 1 9 4 1 4 11 11 0 4 4 12 0 4 4 4 5 4 4 4 9 4 5 14 5 5 5 4 5 5 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 14 6 6 6 6 6 4 4 6 14 7 7 0 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,5485; MV:   57; DT:  126; SOL: [0 9 0 9 9 4 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 9 9 14 4 9 13 13 13 9 14 2 2 2 2 2 2 11 0 0 12 12 12 12 12 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 1 9 4 1 4 11 11 0 4 4 12 0 4 4 4 5 4 4 4 9 4 5 14 5 5 5 4 5 5 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 14 14 6 6 6 6 6 4 4 6 5 7 7 0 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,8897; MV:   60; DT:  129; SOL: [0 9 0 9 9 4 0 1 15 1 1 1 1 1 1 1 1 1 0 0 0 0 4 9 9 14 4 9 13 13 13 9 14 2 2 2 2 2 2 11 0 12 12 12 12 12 12 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 15 9 4 1 1 11 11 0 4 4 12 0 4 4 4 5 4 4 4 9 4 5 14 5 5 5 4 5 5 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 14 14 6 6 6 6 6 4 4 6 5 7 7 0 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,9781; MV:   60; DT:  134; SOL: [0 9 0 9 9 15 0 1 16 1 1 1 1 1 1 1 1 1 0 0 0 0 4 9 9 14 4 9 13 13 13 9 14 2 2 2 2 2 2 11 0 12 12 12 12 12 12 3 3 3 3 3 3 3 10 3 16 3 10 10 10 10 16 9 4 1 1 11 11 0 4 4 12 15 4 4 4 5 4 4 4 9 4 5 14 5 5 5 4 5 5 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 14 14 6 6 6 6 6 4 4 6 5 7 7 0 8 7 7 8 8 8 8 8 2 8]
I; MQ:  8,0462; MV:   59; DT:  139; SOL: [0 9 0 9 9 15 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 4 16 9 14 15 16 13 13 13 9 14 2 2 2 2 2 2 11 0 12 12 12 12 12 12 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 16 9 4 1 1 11 11 0 4 4 12 15 4 4 4 5 4 4 4 9 4 5 14 5 5 5 4 5 5 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 14 14 6 6 6 6 6 4 4 6 5 7 7 0 8 7 7 8 8 8 8 8 2 8]
I; MQ:  8,0838; MV:   59; DT:  144; SOL: [0 9 0 9 9 15 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 4 16 9 14 15 16 13 13 13 9 14 2 2 2 2 2 2 11 11 12 12 12 12 12 12 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 1 9 4 1 1 11 11 16 4 4 12 15 4 4 4 9 4 4 4 9 4 5 14 5 5 5 4 5 5 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 14 14 6 6 6 6 6 4 4 6 5 7 7 16 8 7 7 8 8 8 8 8 2 8]
I; MQ:  8,1204; MV:   59; DT:  149; SOL: [0 9 0 9 15 15 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 4 16 9 14 15 16 13 13 13 15 14 2 2 2 2 2 2 11 16 12 12 12 12 12 12 3 3 3 3 3 3 3 10 3 10 3 10 10 10 10 15 9 4 1 1 11 11 16 4 4 12 0 4 4 4 9 4 4 4 9 4 5 14 5 5 5 4 5 5 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 14 14 6 6 6 6 6 4 4 6 5 7 7 16 8 7 7 8 8 8 8 8 2 8]
